housing_id,housing_median_age,total_rooms,total_bedrooms,population,median_house_value,households
11429,32,2437,438,986,247200,422
11430,47,3906,660,1809,265100,622
11431,44,3914,600,1871,281500,607
11432,30,5143,652,2209,382100,637
11433,18,5925,744,2302,333300,729
11434,45,5379,684,1826,350600,555
11435,33,2379,336,988,339300,346
11436,24,2482,360,960,344000,352
11437,15,4462,689,1943,289800,712
11438,14,2030,318,910,343300,311
11439,13,3603,879,1549,363100,756
11440,25,2054,291,836,383900,288
11441,5,3698,574,2046,269800,614
11442,12,3833,20,2192,219700,996
11443,6,2826,547,1738,240400,546
11444,8,3109,561,1891,243100,562
11445,9,5664,1174,2493,264700,1101
11446,7,3527,547,1615,279400,542
11447,3,4466,640,2166,330700,666
11448,4,6090,1338,1974,180300,1248
11449,11,3396,477,1542,369100,472
11450,1,4177,20,1704,281900,606
11451,41,2603,373,1265,332900,382
11452,7,4508,598,2221,390800,623
11453,3,1616,292,700,232100,241
11454,4,2902,536,1125,447700,490
11455,11,3581,780,1644,397600,774
11456,1,4559,1045,1949,429200,910
11457,41,4041,903,1689,442700,784
11458,21,2548,646,755,408300,399
11459,52,4000,883,1999,273600,881
11460,42,2024,462,1047,186900,451
11461,50,3141,664,1729,234600,633
11462,40,3305,841,2272,216700,769
11463,49,3808,790,1776,282200,756
11464,48,2228,479,1122,350000,488
11465,51,1692,427,903,262500,423
11466,43,2809,708,1260,252900,638
11467,2,1330,293,613,353100,236
11468,46,3155,653,951,268800,575
11469,26,3969,834,1508,271400,754
11470,20,7017,935,2427,477700,867
11471,17,5241,985,2048,285400,943
11472,36,3712,667,1521,387800,632
11473,19,4808,1029,2422,279700,971
11474,23,1994,578,3031,237500,577
11475,38,1600,458,1803,216700,432
11476,35,5554,995,2408,331900,936
11477,10,5069,770,2473,285700,769
11478,16,8844,1706,4404,267800,1594
11479,27,4095,578,1766,302500,589
11480,39,6393,1141,2743,336900,1057
11481,31,5203,957,2465,261000,946
11482,29,7141,1330,3418,237800,1268
11483,22,2104,421,1181,250900,414
11484,37,2236,280,809,342800,282
11485,28,3182,884,1770,220800,817
11486,34,1787,275,801,255700,270
11487,32,2801,649,1473,134800,535
11488,47,2127,537,1338,188500,475
11489,44,6565,1357,3079,295600,1248
11490,30,3856,567,1741,302700,588
11491,18,945,115,337,500001,123
11492,45,4013,903,1999,248800,859
11493,33,1476,294,886,216400,270
11494,24,2480,858,1441,350000,788
11495,15,2598,443,1184,287800,435
11496,14,3244,421,1259,395300,413
11497,13,1483,251,738,271400,235
11498,25,5126,711,2429,437900,718
11499,5,4494,1048,2222,169400,963
11500,12,2673,687,1192,188900,656
11501,6,1836,490,942,182500,477
11502,8,4770,969,2261,295100,972
11503,9,4014,868,1605,396900,769
11504,7,6239,974,2615,380000,950
11505,3,997,262,531,400000,282
11506,4,2569,812,785,346400,477
11507,11,1222,303,565,500001,309
11508,1,1671,390,871,422200,367
11509,41,1608,314,592,390500,314
11510,21,2119,524,872,495500,465
11511,52,1310,342,563,457100,310
11512,42,1258,333,645,500001,334
11513,50,2035,12,934,500001,512
11514,40,1240,296,513,485000,254
11515,49,1179,250,369,500001,209
11516,48,1397,271,491,500001,197
11517,51,4573,937,1619,500001,796
11518,43,4150,570,1424,461600,547
11519,2,4311,531,1426,500001,533
11520,46,1822,313,643,401700,303
11521,26,2665,331,964,500001,319
11522,20,4392,602,1490,500001,578
11523,17,2021,396,696,340700,367
11524,36,2472,450,1301,266100,467
11525,19,1875,472,900,226100,406
11526,23,5416,1271,2260,174500,1184
11527,38,1388,409,515,62000,392
11528,35,2461,562,971,87500,544
11529,10,2013,551,664,67500,510
11530,16,3083,806,960,68500,723
11531,27,1995,637,743,46900,597
11532,39,1625,440,533,58500,414
11533,31,5359,1508,1829,61300,1393
11534,29,1967,577,692,54300,538
11535,22,996,364,366,46700,313
11536,37,529,159,193,71300,155
11537,28,2301,640,847,67500,627
11538,34,1876,455,1499,176000,436
11539,32,3380,722,2269,186000,652
11540,47,1382,387,1977,137500,368
11541,44,2767,346,1148,316700,372
11542,30,2905,587,1781,214800,561
11543,18,2989,479,1596,231200,475
11544,45,4650,849,2503,221900,790
11545,33,2070,263,878,338800,297
11546,24,3757,650,1291,235600,614
11547,15,2532,421,1274,235800,441
11548,14,3842,609,1961,248200,595
11549,13,3711,610,1902,234100,597
11550,25,8110,1264,3613,264900,1232
11551,5,3865,802,2670,180000,772
11552,12,1264,274,783,199600,273
11553,6,1859,462,1314,184400,418
11554,8,3443,635,2257,207500,620
11555,9,4065,741,1960,240000,739
11556,7,4636,908,2341,304700,825
11557,3,5239,1045,2440,248100,985
11558,4,4232,624,2408,284900,660
11559,11,1312,267,922,202400,255
11560,1,3215,652,2066,197400,636
11561,41,1572,362,1351,190900,359
11562,21,2545,737,1468,177700,699
11563,52,3024,754,2357,191800,743
11564,42,1553,518,1988,150000,474
11565,50,1880,405,967,192500,418
11566,40,2343,415,1537,210600,426
11567,49,2115,352,1253,207500,338
11568,48,2683,436,1520,211500,456
11569,51,1759,404,1404,195800,385
11570,43,1387,238,890,204100,264
11571,2,1771,296,995,217500,272
11572,46,2072,349,1249,191900,317
11573,26,2141,597,2038,177700,585
11574,62,1324,267,687,192800,264
11575,41,1982,503,1426,194200,502
11576,21,2401,503,1155,211700,456
11577,52,1120,319,982,179200,307
11578,42,1250,331,1047,208800,334
11579,50,3803,898,1511,221200,829
11580,40,586,118,232,181300,107
11581,49,2000,310,880,218900,294
11582,48,3810,579,1818,255900,590
11583,51,2980,494,1370,223500,481
11584,43,4061,545,1623,294900,527
11585,2,5321,889,2932,237600,896
11586,46,3191,634,1718,216600,611
11587,26,2460,403,1277,223200,395
11588,20,3375,559,1754,228900,554
11589,17,2648,478,1160,207400,452
11590,36,2001,302,836,257500,298
11591,19,2343,377,1166,233100,373
11592,23,3554,528,1600,270100,537
11593,38,3642,557,1623,259400,569
11594,35,3715,575,1640,247100,572
11595,10,3675,613,1457,369400,591
11596,16,3486,507,1311,384500,503
11597,27,2840,395,1127,376200,396
11598,39,2146,298,852,342700,296
11599,31,2473,383,967,362400,353
11600,29,4231,617,1694,360100,623
11601,22,2287,347,1051,372000,346
11602,37,2879,403,1109,364700,414
11603,28,5321,967,1969,340100,903
11604,34,6368,1030,3281,240400,1001
11605,32,2663,430,1499,258000,403
11606,47,84,14,32,193800,8
11607,44,2956,393,1379,359600,429
11608,30,4021,701,1488,219500,650
11609,18,3414,434,1272,390900,454
11610,45,3112,435,1098,353500,401
11611,33,2356,330,937,359100,326
11612,24,4048,562,1637,355600,541
11613,15,2685,466,1359,245100,476
11614,14,2196,504,1215,196900,477
11615,13,4422,624,1936,320700,625
11616,25,1892,442,1015,212500,404
11617,5,1379,333,937,195300,304
11618,12,2439,554,1161,193100,532
11619,6,1863,355,1260,277400,317
11620,8,6623,1204,3193,256000,1129
11621,9,4890,653,2295,329700,654
11622,7,4526,830,2318,320700,748
11623,3,4105,637,2072,273900,648
11624,4,1488,312,972,201900,283
11625,11,1548,279,732,159600,265
11626,1,2637,462,965,190900,415
11627,41,3497,513,1839,263000,544
11628,21,2711,352,1305,398800,368
11629,52,1391,338,810,218200,295
11630,42,1189,281,577,237500,264
11631,50,1851,346,770,244400,310
11632,40,2178,477,1077,245300,457
11633,49,2662,464,1275,318500,472
11634,48,2485,437,1286,258300,431
11635,51,1139,328,665,260000,290
11636,43,3203,653,2072,198400,691
11637,2,3030,532,1668,229600,509
11638,46,768,195,529,132800,184
11639,26,5290,1054,2812,226400,1021
11640,20,4316,678,2286,286700,665
11641,17,3941,655,1897,343900,670
11642,36,2997,372,1323,386700,372
11643,19,1973,516,1112,163800,501
11644,23,3983,675,1568,213400,638
11645,38,4057,624,2204,241000,643
11646,35,2990,515,1849,216100,497
11647,10,2523,437,1377,234600,450
11648,16,3635,567,1779,237400,543
11649,27,1795,328,1014,289300,322
11650,39,2233,347,1162,279200,355
11651,31,3132,469,1646,315900,478
11652,29,2856,388,1212,313100,362
11653,22,3628,546,1922,328500,544
11654,37,1831,390,1347,344400,389
11655,28,3963,772,2104,208600,743
11656,34,3740,691,1724,215600,638
11657,32,3857,857,2328,196000,830
11658,47,3616,892,2257,217600,821
11659,44,2052,456,1173,204500,432
11660,30,3897,893,1992,192300,693
11661,18,5238,1083,3032,190100,1065
11662,45,3482,614,2227,200900,641
11663,33,2342,383,1290,220700,394
11664,24,1922,329,1030,213000,353
11665,15,2320,448,1434,203700,452
11666,14,5495,1141,2873,224100,1004
11667,13,2064,447,1265,209300,400
11668,25,3061,612,2396,195200,640
11669,5,1078,205,575,188000,206
11670,12,2307,452,1218,194200,402
11671,6,4097,838,2112,202100,803
11672,8,4166,713,2354,213400,709
11673,9,3473,563,2091,214100,580
11674,7,4781,831,2568,226400,797
11675,3,1138,228,725,187200,219
11676,4,1948,306,957,212600,304
11677,11,2053,418,1154,197200,405
11678,1,1162,196,563,203000,178
11679,41,1661,272,949,192600,276
11680,21,2079,343,1379,207000,352
11681,52,1549,325,885,195100,299
11682,42,2641,637,2413,165100,619
11683,50,6348,1615,4188,185700,1497
11684,40,3540,906,2898,178000,876
11685,49,1624,289,755,268100,280
11686,48,1434,391,1088,269600,341
11687,51,2298,567,1261,159400,527
11688,43,1461,302,986,161100,314
11689,2,2628,720,2276,170800,649
11690,46,1689,499,1260,174000,453
11691,26,2086,544,1356,165600,462
11692,20,2334,537,1662,217000,535
11693,17,1239,307,869,161900,291
11694,36,2303,612,1607,176100,564
11695,19,2939,437,1278,393700,435
11696,23,3401,509,1503,240600,498
11697,38,5195,1020,2539,160500,988
11698,35,2111,306,979,347800,288
11699,10,1851,344,764,181800,339
11700,16,1740,445,1158,137500,412
11701,27,1344,279,530,185100,265
11702,39,1454,247,635,218500,236
11703,31,3801,542,1992,367400,526
11704,29,2003,300,1172,321600,318
11705,22,923,136,420,462800,130
11706,37,1849,384,218,143800,92
11707,28,2979,583,316,124000,124
11708,34,2213,372,98,170000,42
11709,32,2146,361,197,200000,76
11710,47,2171,386,248,171900,116
11711,44,2484,460,309,127800,144
11712,30,1703,360,354,146900,163
11713,18,1684,359,454,145800,209
11714,45,1669,348,163,176600,78
11715,33,1382,242,141,283300,66
11716,24,2839,525,390,179200,189
11717,15,3824,559,241,360000,106
11718,14,1480,241,202,213200,80
11719,13,1703,294,409,196900,174
11720,25,2245,392,421,158300,162
11721,5,3005,574,385,153300,150
11722,12,1746,306,251,146900,104
11723,6,3729,614,365,169500,152
11724,8,2459,525,584,163500,233
11725,9,2369,469,510,123800,213
11726,7,2237,491,264,154500,95
11727,3,1602,426,751,99300,257
11728,4,2309,571,919,93600,342
11729,11,1347,444,825,225000,303
11730,1,1930,391,307,139300,138
11731,41,7689,1415,3264,146800,1198
11732,21,806,189,326,101000,146
11733,52,1048,262,493,118200,184
11734,42,1117,242,551,97700,229
11735,50,6501,1416,2954,143000,1373
11736,40,3436,755,1568,138400,709
11737,49,7635,1284,3096,184300,1227
11738,48,3471,753,1680,139000,710
11739,51,1280,281,523,122200,266
11740,43,2024,313,879,239400,309
11741,2,3949,717,1683,216500,686
11742,46,1127,10,530,128100,186
11743,26,1654,299,787,193100,299
11744,41,2509,422,1037,220100,389
11745,21,3353,463,1417,237100,447
11746,52,10282,1333,3868,287800,1300
11747,42,771,108,315,276600,111
11748,50,2750,433,1161,236500,428
11749,40,1816,278,832,233000,278
11750,49,2104,370,745,217500,314
11751,48,3480,528,1432,277800,532
11752,51,2541,414,1276,220100,405
11753,43,1608,296,792,239200,286
11754,2,4552,639,2006,264400,623
11755,46,2028,255,781,394000,251
11756,26,4897,636,1931,334800,616
11757,20,1584,264,613,273100,226
11758,17,2807,459,1201,247600,429
11759,36,9137,1368,3667,229600,1294
11760,19,3605,576,1556,203700,549
11761,23,3869,887,2086,154900,685
11762,38,3323,499,1527,172100,540
11763,35,7173,1314,3526,135900,1316
11764,10,4223,672,1747,267400,631
11765,16,4664,644,2105,198700,663
11766,27,7277,1168,3507,179400,1131
11767,39,4812,1117,1985,128500,1045
11768,31,4384,778,1775,134700,789
11769,29,5558,1099,2717,139200,1043
11770,22,2253,416,1050,220100,411
11771,37,1449,228,670,186300,232
11772,28,4185,750,2147,129200,706
11773,34,3903,885,2313,86300,804
11774,32,493,89,189,83800,94
11775,47,4374,1039,2387,87900,959
11776,44,20214,3559,8361,169300,3112
11777,30,2901,631,1276,101900,578
11778,18,1292,307,647,85300,249
11779,45,1198,174,443,187500,170
11780,33,3819,550,1738,201400,587
11781,24,9003,1739,4445,147900,1591
11782,15,1851,352,1049,141100,369
11783,14,549,143,249,136500,136
11784,13,3813,871,1513,142600,783
11785,25,3418,514,1312,218000,409
11786,5,12259,1643,4819,217300,1582
11787,12,5094,729,1974,188700,705
11788,6,2615,485,1063,173200,428
11789,8,1419,261,706,110200,269
11790,9,907,176,463,92000,190
11791,7,2521,521,1390,124800,477
11792,3,3118,500,1405,209400,519
11793,4,3691,640,1758,151900,603
11794,11,4114,710,2268,139400,716
11795,1,4488,859,2114,124400,805
11796,41,3568,646,1714,162700,590
11797,21,3155,541,1630,126400,540
11798,52,1210,228,726,82100,222
11799,42,2531,461,1206,192600,429
11800,50,2094,358,1092,191400,357
11801,40,2019,394,1104,108700,407
11802,49,1297,259,765,93600,240
11803,48,653,120,407,110800,146
11804,51,1750,297,1012,99300,315
11805,43,1529,317,793,91300,281
11806,2,5927,1269,3369,111300,1176
11807,46,2069,312,889,212000,299
11808,26,4064,871,1847,135500,859
11809,20,2558,423,1149,190500,403
11810,17,410,117,706,125000,112
11811,36,5301,884,2335,164000,831
11812,19,2144,372,899,158800,378
11813,23,4145,691,1872,220600,680
11814,38,2544,431,1199,196300,412
11815,35,3888,890,1830,158600,844
11816,10,1475,403,943,55300,363
11817,16,2267,355,1140,212800,369
11818,27,3676,550,1572,201900,510
11819,39,1467,221,688,191900,231
11820,31,1106,195,505,192300,187
11821,29,1931,380,1271,156100,377
11822,22,4239,824,1729,167700,794
11823,37,1710,294,839,150700,297
11824,28,1931,445,1009,153200,407
11825,34,2289,450,1182,166800,397
11826,32,3403,661,1540,162900,622
11827,47,4059,730,1874,174300,693
11828,44,4786,799,2066,185400,770
11829,30,170,23,93,312500,27
11830,18,2691,598,964,142700,373
11831,45,1819,389,736,128900,283
11832,33,4126,903,723,118800,266
11833,24,868,178,44,175000,21
11834,15,10098,1545,701,141300,254
11835,14,8259,1409,845,244000,353
11836,13,2069,436,909,139100,374
11837,25,4570,906,2125,148000,815
11838,5,3758,717,1744,151500,661
11839,12,2220,511,912,87800,449
11840,6,2023,385,922,83500,365
11841,8,1511,328,791,70900,320
11842,9,2679,546,1424,81900,529
11843,7,1349,238,601,96600,203
11844,3,1666,351,816,118800,316
11845,4,383,92,202,102500,72
11846,11,1017,218,387,88200,152
11847,1,1291,283,582,102000,242
11848,41,3763,784,717,130500,348
11849,21,1955,398,294,126500,122
11850,52,1116,214,27,83000,39
11851,42,2534,557,638,88800,244
11852,50,1234,266,543,71900,201
11853,40,513,104,204,100000,86
11854,49,2149,456,965,55900,419
11855,48,3406,673,1567,75900,617
11856,51,1262,258,510,92800,209
11857,43,785,151,366,82500,140
11858,2,1334,261,597,89200,222
11859,46,1629,313,641,69600,274
11860,26,3127,664,1345,58000,580
11861,20,725,190,219,75000,115
11862,17,897,180,276,89400,110
11863,36,958,245,28,67500,16
11864,19,1597,301,632,93600,262
11865,23,3229,667,1501,77100,582
11866,38,1572,232,247,193800,104
11867,35,919,199,69,137500,43
11868,10,1127,225,215,143800,85
11869,16,1717,336,501,113400,206
11870,27,1944,394,384,111500,172
11871,39,5156,880,616,145200,281
11872,31,1214,254,723,87800,236
11873,29,1178,261,804,92900,283
11874,22,730,155,476,88900,142
11875,37,1248,278,770,90600,250
11876,28,4592,895,2769,105100,838
11877,34,1386,247,703,124200,185
11878,32,2881,514,1470,123800,515
11879,47,1797,332,905,141700,313
11880,44,2274,571,1167,101600,504
11881,30,2337,452,948,169100,437
11882,18,950,183,383,125000,182
11883,45,2862,772,1878,96700,675
11884,33,1157,297,2027,155000,253
11885,24,642,176,462,162500,186
11886,15,1342,547,844,95800,484
11887,14,917,224,666,114200,220
11888,13,1680,453,1570,82300,435
11889,25,3676,697,2653,92400,682
11890,5,1156,241,877,79900,200
11891,12,1166,250,976,84800,244
11892,6,201,44,130,125000,24
11893,8,131,28,89,112500,31
11894,9,4163,1242,3928,85900,1076
11895,7,3960,886,2807,122500,838
11896,3,1625,335,1212,82200,327
11897,4,2070,469,1851,80700,467
11898,11,3974,548,1398,216600,528
11899,1,2396,316,951,235200,314
11900,41,1650,210,557,204800,211
11901,7,9286,1269,3565,219600,1238
11902,3,9376,1181,3570,315200,1107
11903,4,3307,553,1269,136200,529
11904,11,2953,703,1406,150000,580
11905,1,1992,345,948,129300,358
11906,41,1806,322,709,125500,298
11907,21,1915,348,1060,117900,376
11908,52,1383,238,649,148900,232
11909,42,1707,276,660,134800,269
11910,50,2837,617,1393,118800,595
11911,40,4481,901,2398,123400,823
11912,49,2316,365,956,157800,389
11913,48,124,22,50,112500,18
11914,51,3747,651,2399,116500,646
11915,43,914,177,556,115300,161
11916,2,2189,423,866,111500,389
11917,46,1979,491,954,117300,444
11918,26,1586,283,675,132100,305
11919,20,1462,257,849,123900,287
11920,17,4251,848,2494,110800,798
11921,36,2275,469,1691,98100,459
11922,19,2341,418,1272,112700,415
11923,23,3153,623,1544,133800,575
11924,38,1380,269,598,122900,262
11925,35,1599,284,721,120700,287
11926,10,633,166,292,121400,135
11927,16,2527,461,1344,114400,451
11928,27,2215,351,771,142600,311
11929,39,1682,296,706,140100,291
11930,31,2468,380,1164,136800,385
11931,29,3014,494,1832,127900,485
11932,22,3306,680,1742,109100,673
11933,37,1198,251,1019,82700,214
11934,28,1468,298,1168,81300,261
11935,34,793,150,669,89300,128
11936,32,987,187,551,112000,191
11937,47,943,171,466,116000,203
11938,44,2074,476,911,117600,420
11939,30,3181,714,1603,112500,706
11940,18,2885,595,1509,125600,590
11941,45,4179,1081,2096,118500,1013
11942,33,2420,532,1383,113500,469
11943,24,1764,325,1094,113900,353
11944,15,2284,444,1425,104500,405
11945,14,2386,396,1176,113300,374
11946,13,4836,1368,3012,129300,1240
11947,25,1273,262,686,109400,254
11948,5,1577,272,880,116000,284
11949,12,3539,869,1987,103700,859
